ULAN,ID_WIKIDATA,ConstituentID,DisplayName,ArtistBio,Nationality,pays,Gender,BeginDate,EndDate,datenaissance,datemort
,,2798,Yoshiaki Iida,"Japanese, born 1947",Japanese,Japan,Male,1947,,,
,,2799,Kyo Ikebe,Japanese,Japanese,Japan,Male,0,,,
,,2800,Ikeda Fumio (pen Name: Suijo),"Japanese, born 1912",Japanese,Japan,Male,1912,,,
500319869,Q2345434,2801,Masuo Ikeda,"Japanese, 1934–1997",Japanese,Japan,Male,1934,1997,,
500323083,Q3148431,2803,Ikko (Ikko Narahara),"Japanese, 1931–2020",Japanese,Japan,Male,1931,2020,,
,,2804,Hisae Imai,"Japanese, 1931–2009",Japanese,Japan,Female,1931,2009,,
,,2805,Toshimitsu Imai,"Japanese, 1928–2002",Japanese,Japan,Male,1928,2002,,
500034771,Q16149026,2806,Birney Imes III,"American, born 1951",American,United States,Male,1951,,,
500047382,Q75858,2807,Jörg Immendorff,"German, 1945–2007",German,Germany,Male,1945,2007,,
,,2809,Akira Inada,"Japanese, born 1949",Japanese,Japan,Male,1949,,,
,,2810,Inagaki Tomoo,"Japanese, 1902–1980",Japanese,Japan,Male,1902,1980,,
,,2811,Gérald Incandela,"American, born Tunisia 1952",American,United States,Male,1952,,,
500015478,Q169281,2812,Robert Indiana,"American, 1928–2018",American,United States,Male,1928,2018,1928-09-13T00:00:00Z,2018-05-19T00:00:00Z
,,2813,Anthony Ingolia,"American, born 1921",American,United States,Male,1921,,,
,,2814,Robert Ingram,"American, 1901–1990",American,United States,Male,1901,1990,,
,,2815,Mark Innerst,"American, born 1957",American,United States,Male,1957,,,
,Q11571917,2816,Genichiro Inokuma,"Japanese, 1902–1993",Japanese,Japan,Male,1902,1993,,
500008843,Q1756415,2817,Will Insley,"American, 1929–2011",American,United States,Male,1929,2011,,
,,2820,Eugène Ionesco,"French, 1909–1994",French,France,Male,1909,1994,,
500003494,Q695148,2821,Jean Ipoustéguy,"French, 1920–2006",French,France,Male,1920,2006,,
,,2822,Angelo Ippolito,"American, 1922–2001",American,United States,Male,1922,2001,,
500008538,Q5235360,2823,David Ireland,"American, born 1930",American,United States,Male,1930,,,
,,2824,Richard W. Ireland,"American, born 1925",American,United States,Male,1925,,,
,,2825,Carlos Irizarry,"American, born Puerto Rico, 1938 – 2017",American,United States,Male,1938,2017,,
,,2826,Marcos Irizarry,"American, born Puerto Rico. 1936–1995",American,United States,Male,1936,1995,,
500022899,Q7345814,2828,Robert Irwin,"American, born 1928",American,United States,Male,1928,,,
500000854,Q120540,2829,Rolf Iseli,"Swiss, born 1934",Swiss,Switzerland,Male,1934,,,
,,2830,Hortense B. Isenberg,American,American,United States,Female,0,,,
,,2832,Sheila Isham,"American, born 1927",American,United States,Female,1927,,,
,,2833,Shuji Ishii,Japanese,Japanese,Japan,Male,0,,,
500036883,Q2139869,2834,Yasuhiro Ishimoto,"Japanese, born United States. 1921–2012",Japanese,Japan,Male,1921,2012,,
,Q297935,2835,Eiko Ishioka,"Japanese, 1938–2012",Japanese,Japan,Female,1938,2012,,
,,2836,Yukihisa Isobe,"Japanese, born 1936",Japanese,Japan,Male,1936,,,
500024090,Q317135,2837,Arata Isozaki,"Japanese, born 1931",Japanese,Japan,Male,1931,,,
,Q6778377,2838,Marvin Israel,"American, 1924–1984",American,United States,Male,1924,1984,1924-07-03T00:00:00Z,1984-05-07T00:00:00Z
,,2839,Robert Israel,"American, born 1939",American,United States,Male,1939,,,
500012980,Q528460,2840,Jozef Israels,"Dutch, 1824–1911",Dutch,Netherlands,Male,1824,1911,,
,,2841,Junichi Itahashi,"Japanese, born 1942",Japanese,Japan,Male,1942,,,
,,2842,Kenji Itoh,"Japanese, born 1915",Japanese,Japan,Male,1915,,,
500029154,Q123138,2843,Johannes Itten,"Swiss, 1888–1967",Swiss,Switzerland,Male,1888,1967,,
,,2844,Graciela Iturbide,"Mexican, born 1942",Mexican,Mexico,Female,1942,,,
,,2845,Olja Ivanjicki,"Serbian, 1931 – 2009",Serbian,Serbia,Female,1931,2009,,
,Q55219031,2846,Earl Iversen,"American, born 1943",American,United States,Male,1943,,1943-01-01T00:00:00Z,
,,2847,Norman Ives,"American, 1923–1978",American,United States,Male,1923,1978,,
,,2848,Koji Iwagami,"Japanese, born 1951",Japanese,Japan,Male,1951,,,
,,2849,Reika Iwami,"Japanese, born 1927",Japanese,Japan,Female,1927,,,
,,2850,Takeji Iwamiya,"Japanese, 1920–1989",Japanese,Japan,Male,1920,1989,,
,,2851,Yoshiyuki Iwase,"Japanese, 1904–2001",Japanese,Japan,Male,1904,2001,,
,,2852,Iyola,"Canadian Inuit, 1933–2000",Canadian Inuit,Canadian Inuit,Male,1933,2000,,
500083464,Q377537,2853,Izis,"French, 1911–1980",French,France,Male,1911,1980,,
,,2854,Shigeru Izumi,"Japanese, 1922–1995",Japanese,Japan,Male,1922,1995,,
,,2855,Christian Jaccard,"French, born 1939",French,France,Male,1939,,,
,,2856,Joseph Jachna,"American, 1935–2016",American,United States,Male,1935,2016,,
,,2857,Bill Jacklin,"British, born 1943",British,United Kingdom,Male,1943,,,
,,2858,Robert Jacks,"Australian, born 1943",Australian,Australia,Male,1943,,,
,,2859,Gerald Jackson,"American, born 1936",American,United States,Male,1936,,,
,,2860,Jean Jackson,American,American,United States,Female,1877,1968,,
,,2861,Martin Jackson,"American, 1919–1986",American,United States,Male,1919,1986,,
500072660,Q20089922,2862,Oliver Jackson,"American, born 1935",American,United States,Male,1935,,,
500030913,Q1971889,2863,William Henry Jackson,"American, 1843–1942",American,United States,Male,1843,1942,,
,,2864,David Jacob,"American, born 1928",American,United States,Male,1928,,,
500016649,Q156214,2865,Max Jacob,"French, 1876–1944",French,France,Male,1876,1944,,
,,2866,Walter Jacob,"German, 1893–1964",German,Germany,Male,1893,1964,,
,Q55219037,2867,Aldo Jacober,"Italian, born 1939",Italian,Italy,Male,1939,,1939-01-01T00:00:00Z,
500032009,Q70006,2868,Lotte Jacobi,"American, born Germany. 1896–1990",American,United States,Female,1896,1990,,
500033072,Q273572,2869,Arne Jacobsen,"Danish, 1902–1971",Danish,Denmark,Male,1902,1971,,
,,2871,Alexandra Nikolaevna Jacobson,Russian,Russian,Russia,Female,0,,,
,,2872,James J. Jacobson,American,American,United States,Male,0,,,
,,2873,J. Jacquelin,French,French,France,,0,,,
500012048,Q325079,2874,Alain Jacquet,"French, 1939–2008",French,France,Male,1939,2008,,
500016178,Q8062463,2875,Yvonne Jacquette,"American, born 1934",American,United States,Female,1934,,,
,,2876,Willy Jaeckel,"German, 1888–1944",German,Germany,Male,1888,1944,,
,,2877,Bernhard Jaeger,German,German,Germany,Male,0,,,
,,2878,N. Jay Jaffee,"American, 1921–1999",American,United States,Male,1921,1999,,
,,2879,Shirley Jaffe,"American, 1923–2016",American,United States,Female,1923,2016,,
,,2880,Christopher P. James,"American, born 1947",American,United States,Male,1947,,,
500029855,Q366217,2881,Marcel Janco,"Israeli, 1895–1984",Israeli,Israel,Male,1895,1984,,
,,2882,Sidney Janis,"American, 1896–1989",American,United States,Male,1896,1989,,
,,2883,Tony Jannetti,"American, born 1947",American,United States,Male,1947,,,
,,2884,Alain Jans,French,French,France,Male,0,,,
,Q55219048,2885,Angela Jansen,"American, born 1929",American,United States,Female,1929,,1929-01-01T00:00:00Z,
,,2886,Franz Maria Jansen,"German, 1885–1958",German,Germany,Male,1885,1958,,
500003059,Q454650,2887,Horst Janssen,"German, 1929–1995",German,Germany,Male,1929,1995,,
,,2888,Richard Janthur,"German, 1883–1956",German,Germany,Male,1883,1956,,
,,2889,Rudolph Janu,"American, born 1934",American,United States,Male,1934,,,
,,2890,Théophile Jaquen,French,French,France,Male,0,,,
,,2891,Richards Jarden,"American, born 1947",American,United States,Male,1947,,,
,,2892,Evandro Carlos Jardim,Brazilian,Brazilian,Brazil,Male,0,,,
500199881,Q7841,2893,Alfred Jarry,"French, 1873–1907",French,France,Male,1873,1907,,
,Q7911290,2895,Valerie Jaudon,"American, born 1945",American,United States,Female,1945,,1945-08-06T00:00:00Z,
500017981,Q156426,2896,Alexei Jawlensky,"Russian, 1864–1941",Russian,Russia,Male,1864,1941,,
500022344,Q3289050,2898,Marcel Jean,"French, 1900–1993",French,France,Male,1900,1993,,
500004442,Q115575,2899,Pierre Jeanneret,"Swiss, 1896–1967",Swiss,Switzerland,Male,1896,1967,,
,,2900,Jeff (Jeff Russell),"American, born 1942",American,United States,Male,1942,,,
,,2901,Werner Jeker,"Swiss, born 1944",Swiss,Switzerland,Male,1944,,,
500007772,Q477429,2902,Paul Jenkins,"American, 1923–2012",American,United States,Male,1923,2012,,
,,2903,Thomas Jenkins,"American, 1953–2008",American,United States,Male,1953,2008,,
500115643,Q825963,2904,Neil Jenney,"American, born 1945",American,United States,Male,1945,,,
,,2905,Payne Jennings,"British, 1843–1926",British,United Kingdom,Male,1843,1926,,
500031242,Q1147721,2906,Alfred Jensen,"American, born Guatemala of Danish parents. 1903–1981",American,United States,Male,1903,1981,,
500062279,Q17385654,2907,Bill Jensen,"American, born 1945",American,United States,Male,1945,,,
,Q476012,2909,Jacob Jensen,"Danish, 1926–2015",Danish,Denmark,Male,1926,2015,,
500016405,Q3074339,2911,Floris Jespers,"Belgian, 1889–1965",Belgian,Belgium,Male,1889,1965,,
500068023,Q2246222,2912,Oscar Jespers,"Belgian, 1887–1970",Belgian,Belgium,Male,1887,1970,,
500030886,Q4228019,2913,Jess,"American, 1923–2004",American,United States,Male,1923,2004,,
,,2914,Luis Jimenez,"American, 1940–2006",American,United States,Male,1940,2006,,
,,2915,Max Jiménez,"Costa Rican, 1908–1949",Costa Rican,Costa Rica,Male,1908,1949,,
,Q5338581,2916,Edith Jimenez,"Paraguayan, 1918–2004",Paraguayan,Paraguay,Female,1918,2004,1918-07-16T00:00:00Z,2004-08-05T00:00:00Z
,,2918,Carl H. Johansen III,American,American,United States,,0,,,
500022249,Q2057205,2919,Patricia Johanson,"American, born 1940",American,United States,Female,1940,,1940-09-08T00:00:00Z,
500018892,Q562540,2920,Augustus John,"British, 1878–1961",British,United Kingdom,Male,1878,1961,,
500009240,Q274339,2921,Gwen John,"British, 1876–1939",British,United Kingdom,Female,1876,1939,1876-06-22T00:00:00Z,1939-09-18T00:00:00Z
,,2922,Jiří John,"Czech, 1923–1972",Czech,Czech Republic,Male,1923,1972,,
500022247,Q155057,2923,Jasper Johns,"American, born 1930",American,United States,Male,1930,,,
,,2924,Clifton Johnson,"American, 1865–1940",American,United States,Male,1865,1940,,
,,2925,Daniel LaRue Johnson,"American, 1938–2017",American,United States,Male,1938,2017,,
500028168,Q6531887,2926,Lester F. Johnson,"American, 1919–2010",American,United States,Male,1919,2010,,
500014481,Q183528,2927,Philip Johnson,"American, 1906–2005",American,United States,Male,1906,2005,,
500006906,Q178040,2928,Ray Johnson,"American, 1927–1995",American,United States,Male,1927,1995,1927-10-16T00:00:00Z,1995-01-13T00:00:00Z
,,2929,Ynez Johnston,"American, 1920 – 2019",American,United States,Female,1920,2019,,
500058309,Q453808,2930,Joan Jonas,"American, born 1936",American,United States,Female,1936,,1936-07-13T00:00:00Z,
500019636,Q701564,2931,Allen Jones,"British, born 1937",British,United Kingdom,Male,1937,,,
,,2932,E. Powis Jones,"American, born 1919",American,United States,Male,1919,,,
500027805,Q1585855,2933,Harold Jones,"American, born 1940",American,United States,Male,1940,,,
500194066,Q15452777,2934,Joe Jones,"American, 1934–1993",American,United States,Male,1934,1993,,
500004971,Q6252227,2935,John Paul Jones,"American, 1924–1999",American,United States,Male,1924,1999,,
500037107,Q2105219,2936,Pirkle Jones,"American, 1914–2009",American,United States,Male,1914,2009,,
500024504,Q7343960,2937,Robert Edmond Jones,"American, 1887–1954",American,United States,Male,1887,1954,,
,,2938,Charles Jongejans,Dutch,Dutch,Netherlands,Male,0,,,
,,2939,Raymond Jonson,"American, 1891–1982",American,United States,Male,1891,1982,,
,,2940,Sven Jonson,"Swedish, 1902–1981",Swedish,Sweden,Male,1902,1981,,
,,2941,Paul Joostens,"Belgian, 1889–1960",Belgian,Belgium,Male,1889,1960,,
,,2942,Raymond Jordan,"American, born 1895",American,United States,Male,1895,,,
500007669,Q83578,2943,Asger Jorn,"Danish, 1914–1973",Danish,Denmark,Male,1914,1973,,
500001279,Q6390284,2944,Ken Josephson,"American, born 1932",American,United States,Male,1932,,,
500091116,Q3038792,2945,Henri-Gustave Jossot,"French, 1866–1951",French,France,Male,1866,1951,,
,,2946,Bernard Joubert,"French, born 1946",French,France,Male,1946,,,
,,2947,Carl Jakob Jucker,"Swiss, 1902–1997",Swiss,Switzerland,Male,1902,1997,,
500010358,Q250293,2948,Donald Judd,"American, 1928–1994",American,United States,Male,1928,1994,1928-06-03T00:00:00Z,1994-02-12T00:00:00Z
500086302,Q1058936,2949,Finn Juhl,"Danish, 1912–1989",Danish,Denmark,Male,1912,1989,,
,,2950,Sven-Eric Juhlin,"Swedish, born 1940",Swedish,Sweden,Male,1940,,,
500002020,,2951,Mervin Jules,"American, 1912–1994",American,United States,Male,1912,1994,,
500341387,Q2904676,2952,Bishin Jumonji,"Japanese, born 1947",Japanese,Japan,Male,1947,,,
,Q11856286,2953,Dora Jung,"Finnish, 1906–1980",Finnish,Finland,Female,1906,1980,,
,,2954,Theodor Jung,"American, born Austria. 1906–1996",American,United States,Male,1906,1996,,
,,2955,J. P. Junot,French,French,France,,0,,,
,,2956,Joan Junyer,"American, born Spain. 1904–1994",American,United States,Male,1904,1994,,
,,2957,Robert Kabak,"American, born 1930",American,United States,Male,1930,,,
,,2958,Fred Kabotie,"American, 1900–1986",American,United States,Male,1900,1986,,
,Q7317474,2960,Reuben Kadish,"American, 1913–1992",American,United States,Male,1913,1992,1913-01-29T00:00:00Z,1992-09-20T00:00:00Z
,,2961,Menashe Kadishman,"Israeli, 1932–2015",Israeli,Israel,Male,1932,2015,,
,,2962,Kafemann,Nationality unknown,Nationality unknown,Nationality unknown,,0,,,
500030701,Q5588,2963,Frida Kahlo,"Mexican, 1907–1954",Mexican,Mexico,Female,1907,1954,,
500027669,Q210134,2964,Louis I. Kahn,"American, born Estonia. 1901–1974",American,United States,Male,1901,1974,,
,,2965,Max Kahn,"American, born Russia. 1902–2005",American,United States,Male,1902,2005,,
,,2966,Richard Kahn,"American, born 1947",American,United States,Male,1947,,,
,Q8029853,2967,Wolf Kahn,"American, 1927–2020",American,United States,Male,1927,2020,1927-10-04T00:00:00Z,2020-03-15T00:00:00Z
,,2968,Jacob Kainen,"American, 1909–2001",American,United States,Male,1909,2001,,
,,2969,Leopold von Kalckreuth,"German, 1855–1928",German,Germany,Male,1855,1928,,
,,2970,Viaceslav Kalinin,"Russian, born 1939",Russian,Russia,Male,1939,,,
500057594,Q1629289,2971,Horst-Egon Kalinowski,"German, 1924–2013",German,Germany,Male,1924,2013,,
,,2972,Simpson Kalisher,"American, born 1926",American,United States,Male,1926,,,
,Q7326984,2973,Richard Kalvar,"American, born 1944",American,United States,Male,1944,,,
500125898,Q834449,2974,Yusaku Kamekura,"Japanese, 1915–1997",Japanese,Japan,Male,1915,1997,,
,,2975,Takahisa Kamijyo,"Japanese, born 1940",Japanese,Japan,Male,1940,,,
,Q12348245,2977,Gerome Kamrowski,"American, 1914–2004",American,United States,Male,1914,2004,1914-01-29T00:00:00Z,2004-03-27T00:00:00Z
500109790,Q3687666,2978,Consuelo Kanaga,"American, 1894–1978",American,United States,Female,1894,1978,,
,,2979,Kanamori Yoshio,"Japanese, born 1922",Japanese,Japan,Male,1922,,,
,,2980,Eizi Kanbayashi,Japanese,Japanese,Japan,Male,0,,,
500021093,Q61064,2981,Vasily Kandinsky,"French, born Russia. 1866–1944",French,France,Male,1866,1944,,
500002849,Q6242451,2982,John Kane,"American, born Scotland. 1860–1934",American,United States,Male,1860,1934,,
,,2983,Bob Kane,"American, 1937–2013",American,United States,Male,1937,2013,,
,,2984,Matsumi Kanemitsu,"American, 1922–1992",American,United States,Male,1922,1992,,
,,2985,Sam Kaner,American,American,United States,Male,0,,,
,,2986,Mitsuo Kano,"Japanese, born 1933",Japanese,Japan,Male,1933,,,
,,2987,Alexander Kanoldt,"German, 1881–1939",German,Germany,Male,1881,1939,,
500007201,Q3344179,2988,Morris Kantor,"American, born Russia. 1896–1974",American,United States,Male,1896,1974,,
,,2989,Tim Kantor,"American, born 1932",American,United States,Male,1932,,,
,,2990,Herbert W. Kapitzki,Nationality unknown,Nationality unknown,Nationality unknown,Male,0,,,
500013148,Q338350,2991,Anatoli Lvovich Kaplan,"Russian, 1902–1980",Russian,Russia,Male,1902,1980,,
,,2993,Jerome Kaplan,"American, born 1920",American,United States,Male,1920,,,
,,2994,Peggy Jarrell Kaplan,"American, born 1943",American,United States,Female,1943,,,
500005997,Q327293,2995,Anish Kapoor,"British, born India 1954",British,United Kingdom,Male,1954,,,
,,2996,Susan Kaprov,"American, born 1946",American,United States,Female,1946,,,
500031037,Q366380,2997,Allan Kaprow,"American, 1927–2006",American,United States,Male,1927,2006,,
,,2998,Janusz Kapusta,"Polish, born 1951",Polish,Poland,Male,1951,,,
,,2999,Erica Karawina,"German, 1904–2003",German,Germany,Female,1904,2003,,
,,3000,Dennis Kardon,"American, born 1950",American,United States,Male,1950,,,
,,3002,"Karhula-Iitala, company design",Finnish,Finnish,Finland,,0,,,
,,3004,Wolf Karnagel,"German, born 1940",German,Germany,Male,1940,,,
,,3005,Gaston Karquel,"French, 1906–1971",French,France,Male,1906,1971,,
500013272,Q312859,3006,Yousuf Karsh,"Canadian, 1908–2002",Canadian,Canada,Male,1908,2002,,
,,3007,Kasai,Nationality unknown,Nationality unknown,Nationality unknown,,0,,,
500011698,Q271918,3008,Gertrude Käsebier,"American, 1852–1934",American,United States,Female,1852,1934,,
,,3009,Pentti Kaskipuo,"Finnish, born 1930",Finnish,Finland,Male,1930,,,
500017906,Q736847,3010,Lajos Kassák,"Hungarian, 1887–1967",Hungarian,Hungary,Male,1887,1967,,
,,3011,Barbara Kasten,"American, born 1936",American,United States,Female,1936,,,
,,3012,Karl Kasten,"American, 1916–2010",American,United States,Male,1916,2010,,
,,3013,William Katavolos,"American, 1924 – 2020",American,United States,Male,1924,2020,,
,,3014,Eiichiro Katayama,Nationality unknown,,Nationality unknown,,0,,,
,,3015,Koji Kato,Japanese,Japanese,Japan,Male,0,,,
500022493,Q919265,3016,Alex Katz,"American, born 1927",American,United States,Male,1927,,1927-07-24T00:00:00Z,
,,3017,Joel Katz,,American,United States,Male,1958,,,
,Q21077855,3018,Leo Katz,"American, born Czechoslovakia. 1887–1982",American,United States,Male,1887,1982,1887-12-30T00:00:00Z,1982-01-01T00:00:00Z
